Date,Stock,Returns
2020-07-01,Apple (AAPL),0.37706276949807
2020-07-01,Bed Bath & Beyond (BBBY),-3.8766565574391696
2020-07-01,BlackBerry (BB),-1.02041203595352
2020-07-01,Clover Health (CLOV),-0.8810606000770599
2020-07-01,Microsoft (MSFT),0.95401774229935
2020-07-01,Nokia (NOK),0.0
2020-07-01,Nvidia (NVDA),0.51961974800112
2020-07-01,Tilray (TLRY),-3.6175677164230797
2020-07-01,Virgin Galactic (SPCE),2.9878035519251798
2020-07-02,AMC Entertainment (AMC),1.95652509682127
2020-07-02,Alphabet (GOOG),2.76853432619441
2020-07-02,Amazon (AMZN),2.0918824717994298
2020-07-02,Apple (AAPL),0.8465853639895801
2020-07-02,Bed Bath & Beyond (BBBY),4.949587253945889
2020-07-02,BlackBerry (BB),2.0618537443073097
2020-07-02,Clover Health (CLOV),0.0
2020-07-02,Microsoft (MSFT),0.80930366830596
2020-07-02,Nokia (NOK),2.04081985718671
2020-07-02,Nvidia (NVDA),1.68916305284776
2020-07-02,Tilray (TLRY),-2.41286631927865
2020-07-02,Virgin Galactic (SPCE),2.66430301480797
2020-07-06,AMC Entertainment (AMC),-1.0661021348578799
2020-07-06,Alphabet (GOOG),1.59411877829671
2020-07-06,Amazon (AMZN),3.5296210682763203
2020-07-06,Apple (AAPL),1.43331377469086
2020-07-06,Bed Bath & Beyond (BBBY),-1.04803395247203
2020-07-06,BlackBerry (BB),2.62626503939638
2020-07-06,Clover Health (CLOV),-0.17778184678818998
2020-07-06,Microsoft (MSFT),1.49504881572741
2020-07-06,Nokia (NOK),5.55555555555555
2020-07-06,Nvidia (NVDA),1.7586665220836
2020-07-06,Tilray (TLRY),9.75274094571083
2020-07-06,Virgin Galactic (SPCE),-1.44175315916988
2020-07-07,AMC Entertainment (AMC),-7.54310160999344
2020-07-07,Alphabet (GOOG),0.6776867740480901
2020-07-07,Amazon (AMZN),0.31601891565598
2020-07-07,Apple (AAPL),0.75576037764548
2020-07-07,Bed Bath & Beyond (BBBY),-4.9426255049718195
2020-07-07,BlackBerry (BB),-1.57480167140813
2020-07-07,Clover Health (CLOV),0.0
2020-07-07,Microsoft (MSFT),1.6766888666997801
2020-07-07,Nokia (NOK),-3.57894897460937
2020-07-07,Nvidia (NVDA),1.62734491992628
2020-07-07,Tilray (TLRY),5.13141250509361
2020-07-07,Virgin Galactic (SPCE),-1.46284375522456
2020-07-08,AMC Entertainment (AMC),5.36130585358187
2020-07-08,Alphabet (GOOG),-0.71993360494945
2020-07-08,Amazon (AMZN),0.46978112903958996
2020-07-08,Apple (AAPL),0.7606584226808
2020-07-08,Bed Bath & Beyond (BBBY),-0.9285086092790299
2020-07-08,BlackBerry (BB),-2.60000228881835
2020-07-08,Clover Health (CLOV),-2.1371307293069597
2020-07-08,Microsoft (MSFT),-0.65682381056327
2020-07-08,Nokia (NOK),-8.07860025595119
2020-07-08,Nvidia (NVDA),1.53922849923668
2020-07-08,Tilray (TLRY),-5.47618550237862
2020-07-08,Virgin Galactic (SPCE),-0.11876756284113
2020-07-09,AMC Entertainment (AMC),1.7699098239742899
2020-07-09,Alphabet (GOOG),1.11828682628876
2020-07-09,Amazon (AMZN),3.5639118413410804
2020-07-09,Apple (AAPL),0.9882015763229101
2020-07-09,Bed Bath & Beyond (BBBY),-12.74601356094479
2020-07-09,BlackBerry (BB),0.0
2020-07-09,Clover Health (CLOV),0.0
2020-07-09,Microsoft (MSFT),1.4630078103451098
2020-07-09,Nokia (NOK),0.0
2020-07-09,Nvidia (NVDA),3.3740801449801197
2020-07-09,Tilray (TLRY),-2.14105887995996
2020-07-09,Virgin Galactic (SPCE),15.87396031354
2020-07-10,AMC Entertainment (AMC),0.0
2020-07-10,Alphabet (GOOG),1.38632998032526
2020-07-10,Amazon (AMZN),0.66126451478762
2020-07-10,Apple (AAPL),-0.35039728617158
2020-07-10,Bed Bath & Beyond (BBBY),-9.23738530171806
2020-07-10,BlackBerry (BB),-1.23203170820306
2020-07-10,Clover Health (CLOV),3.7306629294897102
2020-07-10,Microsoft (MSFT),-1.06294620568265
2020-07-10,Nokia (NOK),-1.18765297581495
2020-07-10,Nvidia (NVDA),0.8065287986193499
2020-07-10,Tilray (TLRY),4.24710941252619
2020-07-10,Virgin Galactic (SPCE),2.51410865506671
2020-07-13,AMC Entertainment (AMC),4.78261459977968
2020-07-13,Alphabet (GOOG),2.15710297772879
2020-07-13,Amazon (AMZN),4.02145741701496
2020-07-13,Apple (AAPL),4.14148607532209
2020-07-13,Bed Bath & Beyond (BBBY),-1.06509058721171
2020-07-13,BlackBerry (BB),-0.41580002420865003
2020-07-13,Clover Health (CLOV),0.87719635803478
2020-07-13,Microsoft (MSFT),0.80343853045203
2020-07-13,Nokia (NOK),3.6057716555144697
2020-07-13,Nvidia (NVDA),1.28575375899082
2020-07-13,Tilray (TLRY),3.82715372028332
2020-07-13,Virgin Galactic (SPCE),5.05505631642666
2020-07-14,AMC Entertainment (AMC),-11.41079193250914
2020-07-14,Alphabet (GOOG),-3.43547513847861
2020-07-14,Amazon (AMZN),-6.485974582995279
2020-07-14,Apple (AAPL),-2.70122007721064
2020-07-14,Bed Bath & Beyond (BBBY),2.75120221717879
2020-07-14,BlackBerry (BB),-3.7578252562029104
2020-07-14,Clover Health (CLOV),-2.60869731073793
2020-07-14,Microsoft (MSFT),-3.2205731464124603
2020-07-14,Nokia (NOK),0.46403668659020003
2020-07-14,Nvidia (NVDA),-3.6090752627421403
2020-07-14,Tilray (TLRY),-9.036858095527101
2020-07-14,Virgin Galactic (SPCE),-11.338728855259129
2020-07-15,AMC Entertainment (AMC),7.259951853964081
2020-07-15,Alphabet (GOOG),0.8129003622453199
2020-07-15,Amazon (AMZN),-0.92825786298111
2020-07-15,Apple (AAPL),2.04873822574269
2020-07-15,Bed Bath & Beyond (BBBY),5.23864727906397
2020-07-15,BlackBerry (BB),2.6030343185174902
2020-07-15,Clover Health (CLOV),0.0
2020-07-15,Microsoft (MSFT),1.18745303091343
2020-07-15,Nokia (NOK),1.6166321684704301
2020-07-15,Nvidia (NVDA),0.29079378415635
2020-07-15,Tilray (TLRY),4.57516209502424
2020-07-15,Virgin Galactic (SPCE),2.84792456697755
2020-07-16,AMC Entertainment (AMC),-2.1834040676500703
2020-07-16,Alphabet (GOOG),-1.0838070077745299
2020-07-16,Amazon (AMZN),-2.1414557525885
2020-07-16,Apple (AAPL),-1.85646875197946
2020-07-16,Bed Bath & Beyond (BBBY),7.19026129726925
2020-07-16,BlackBerry (BB),-1.05708648061818
2020-07-16,Clover Health (CLOV),1.33929084606325
2020-07-16,Microsoft (MSFT),-2.66408216250967
2020-07-16,Nokia (NOK),-2.50000298023217
2020-07-16,Nvidia (NVDA),-2.1686039853622
2020-07-16,Tilray (TLRY),-1.6250014305114702
2020-07-16,Virgin Galactic (SPCE),15.98746849984733
2020-07-17,AMC Entertainment (AMC),-2.45536011263575
2020-07-17,Alphabet (GOOG),0.31276352278488
2020-07-17,Amazon (AMZN),-0.26385827121953004
2020-07-17,Apple (AAPL),-0.26435983579001
2020-07-17,Bed Bath & Beyond (BBBY),-1.4447822054797201
2020-07-17,BlackBerry (BB),3.6324803959297105
2020-07-17,Clover Health (CLOV),-1.40969864060662
2020-07-17,Microsoft (MSFT),-0.32085740004917
2020-07-17,Nokia (NOK),4.19580023168284
2020-07-17,Nvidia (NVDA),0.40904633518836003
2020-07-17,Tilray (TLRY),-2.03303493950105
2020-07-17,Virgin Galactic (SPCE),11.612608226995789
2020-07-20,AMC Entertainment (AMC),-3.20365835587852
2020-07-20,Alphabet (GOOG),3.07528553640137
2020-07-20,Amazon (AMZN),5.86507698069329
2020-07-20,Apple (AAPL),1.39221382770884
2020-07-20,Bed Bath & Beyond (BBBY),-3.66492538721923
2020-07-20,BlackBerry (BB),3.7113465714473595
2020-07-20,Clover Health (CLOV),0.0
2020-07-20,Microsoft (MSFT),3.54077741091889
2020-07-20,Nokia (NOK),0.22371877743213997
2020-07-20,Nvidia (NVDA),2.75893972074861
2020-07-20,Tilray (TLRY),-3.76134838415287
2020-07-20,Virgin Galactic (SPCE),-3.6645372635789797
2020-07-21,AMC Entertainment (AMC),0.23640075649142
2020-07-21,Alphabet (GOOG),1.06349661205709
2020-07-21,Amazon (AMZN),1.22511300053307
2020-07-21,Apple (AAPL),0.76142131979695
2020-07-21,Bed Bath & Beyond (BBBY),3.58695576682206
2020-07-21,BlackBerry (BB),0.59641613757177
2020-07-21,Clover Health (CLOV),1.34048773752903
2020-07-21,Microsoft (MSFT),0.7724914583485
2020-07-21,Nokia (NOK),0.8928562875609
2020-07-21,Nvidia (NVDA),0.27299558373516
2020-07-21,Tilray (TLRY),4.44743827914997
2020-07-21,Virgin Galactic (SPCE),10.263924463563209
2020-07-22,AMC Entertainment (AMC),-1.65093628780452
2020-07-22,Alphabet (GOOG),-1.07058335091262
2020-07-22,Amazon (AMZN),-2.79518281512493
2020-07-22,Apple (AAPL),-1.2846362981147699
2020-07-22,Bed Bath & Beyond (BBBY),5.3515240626647
2020-07-22,BlackBerry (BB),-3.16205235615514
2020-07-22,Clover Health (CLOV),0.52909581247837
2020-07-22,Microsoft (MSFT),-0.76656977233493
2020-07-22,Nokia (NOK),0.6637214587376901
2020-07-22,Nvidia (NVDA),0.40246501694976
2020-07-22,Tilray (TLRY),-3.99999926167149
2020-07-22,Virgin Galactic (SPCE),0.7978761179947299
2020-07-23,AMC Entertainment (AMC),0.23980220291901
2020-07-23,Alphabet (GOOG),0.11910602545281
2020-07-23,Amazon (AMZN),-1.6422235398065401
2020-07-23,Apple (AAPL),-0.9160490925750899
2020-07-23,Bed Bath & Beyond (BBBY),4.98007970019671
2020-07-23,BlackBerry (BB),-1.02041203595352
2020-07-23,Clover Health (CLOV),-0.61403243128567
2020-07-23,Microsoft (MSFT),-0.65002584219279
2020-07-23,Nokia (NOK),-1.31869048574717
2020-07-23,Nvidia (NVDA),-0.52346172807204
2020-07-23,Tilray (TLRY),2.1505355669565
2020-07-23,Virgin Galactic (SPCE),3.84469854510209
2020-07-24,AMC Entertainment (AMC),0.0
2020-07-24,Alphabet (GOOG),-3.45028596579088
2020-07-24,Amazon (AMZN),-2.15249362934577
2020-07-24,Apple (AAPL),-4.23115366049828
2020-07-24,Bed Bath & Beyond (BBBY),-2.18215885264474
2020-07-24,BlackBerry (BB),-3.09278553230807
2020-07-24,Clover Health (CLOV),-1.5887052637940597
2020-07-24,Microsoft (MSFT),-3.82135294356381
2020-07-24,Nokia (NOK),-2.89531501627193
2020-07-24,Nvidia (NVDA),-1.72798152568213
2020-07-24,Tilray (TLRY),-4.21052235315375
2020-07-24,Virgin Galactic (SPCE),-9.800359093871599
2020-07-27,AMC Entertainment (AMC),-3.5885077677118398
2020-07-27,Alphabet (GOOG),1.5375258684941802
2020-07-27,Amazon (AMZN),2.1909362514006303
2020-07-27,Apple (AAPL),2.08131390038408
2020-07-27,Bed Bath & Beyond (BBBY),2.90978879583498
2020-07-27,BlackBerry (BB),0.0
2020-07-27,Clover Health (CLOV),4.12556102138779
2020-07-27,Microsoft (MSFT),0.54717569112288
2020-07-27,Nokia (NOK),0.22935210409311
2020-07-27,Nvidia (NVDA),0.74290675536066
2020-07-27,Tilray (TLRY),3.0219750529023996
2020-07-27,Virgin Galactic (SPCE),3.3400398831582003
2020-07-28,AMC Entertainment (AMC),5.45905158159067
2020-07-28,Alphabet (GOOG),-0.94032013978551
2020-07-28,Amazon (AMZN),-0.67494286080732
2020-07-28,Apple (AAPL),-0.37405377177719
2020-07-28,Bed Bath & Beyond (BBBY),1.8850213893605898
2020-07-28,BlackBerry (BB),0.85106305268725
2020-07-28,Clover Health (CLOV),-3.53143720530867
2020-07-28,Microsoft (MSFT),0.3578936721921
2020-07-28,Nokia (NOK),-0.9153309588224299
2020-07-28,Nvidia (NVDA),-0.57222557799233
2020-07-28,Tilray (TLRY),11.73333485921224
2020-07-28,Virgin Galactic (SPCE),0.46728555474579003
2020-07-29,AMC Entertainment (AMC),-1.17647507611442
2020-07-29,Alphabet (GOOG),0.31261686021875
2020-07-29,Amazon (AMZN),-1.23266774828822
2020-07-29,Apple (AAPL),0.71919649204403
2020-07-29,Bed Bath & Beyond (BBBY),0.37002738483191
2020-07-29,BlackBerry (BB),3.58649967305466
2020-07-29,Clover Health (CLOV),-1.7857126131349301
2020-07-29,Microsoft (MSFT),-0.0244274804608
2020-07-29,Nokia (NOK),0.69284550431751
2020-07-29,Nvidia (NVDA),1.29310227628887
2020-07-29,Tilray (TLRY),-3.46062002258547
2020-07-29,Virgin Galactic (SPCE),-5.891467423889029
2020-07-30,AMC Entertainment (AMC),3.33334165906187
2020-07-30,Alphabet (GOOG),0.43219810082755
2020-07-30,Amazon (AMZN),1.73864730996025
2020-07-30,Apple (AAPL),1.12096735880273
2020-07-30,Bed Bath & Beyond (BBBY),6.35944291358481
2020-07-30,BlackBerry (BB),-1.62932639902666
2020-07-30,Clover Health (CLOV),-0.90909437699751
2020-07-30,Microsoft (MSFT),-0.09283517629289
2020-07-30,Nokia (NOK),3.89908419926849
2020-07-30,Nvidia (NVDA),1.01510034308969
2020-07-30,Tilray (TLRY),-4.3263334347128
2020-07-30,Virgin Galactic (SPCE),-3.6243865042361803
2020-07-31,AMC Entertainment (AMC),-4.3778813488558
2020-07-31,Alphabet (GOOG),-1.8805219185034399
2020-07-31,Amazon (AMZN),5.00711320106286
2020-07-31,Apple (AAPL),10.50650353441073
2020-07-31,Bed Bath & Beyond (BBBY),-3.46620121189362
2020-07-31,BlackBerry (BB),-1.0351907802793598
2020-07-31,Clover Health (CLOV),-1.00917119749476
2020-07-31,Microsoft (MSFT),0.31301935275002996
2020-07-31,Nokia (NOK),9.27151390738139
2020-07-31,Nvidia (NVDA),1.35084017061748
2020-07-31,Tilray (TLRY),0.0
2020-07-31,Virgin Galactic (SPCE),0.0
2020-08-03,AMC Entertainment (AMC),1.20481235539051
2020-08-03,Alphabet (GOOG),-1.2246974053638
2020-08-03,Amazon (AMZN),-1.93482016471193
2020-08-03,Apple (AAPL),4.9076690201417
2020-08-03,Bed Bath & Beyond (BBBY),0.53859483028064
2020-08-03,BlackBerry (BB),-0.62761942450945
2020-08-03,Clover Health (CLOV),-0.37071327149621996
2020-08-03,Microsoft (MSFT),6.1140872320617
2020-08-03,Nokia (NOK),3.6363699416486197
2020-08-03,Nvidia (NVDA),3.08596304089316
2020-08-03,Tilray (TLRY),-2.45477501294359
2020-08-03,Virgin Galactic (SPCE),3.8461522786418
2020-08-04,AMC Entertainment (AMC),0.95238008737019
2020-08-04,Alphabet (GOOG),-0.3294244930151
2020-08-04,Amazon (AMZN),-0.5263803094141299
2020-08-04,Apple (AAPL),-0.75914997727668
2020-08-04,Bed Bath & Beyond (BBBY),2.14285513576193
2020-08-04,BlackBerry (BB),0.21053113435443002
2020-08-04,Clover Health (CLOV),-0.18605076989461
2020-08-04,Microsoft (MSFT),-1.31868917718992
2020-08-04,Nokia (NOK),0.19492693609359002
2020-08-04,Nvidia (NVDA),1.16228696985032
2020-08-04,Tilray (TLRY),16.02649016660753
2020-08-04,Virgin Galactic (SPCE),-8.72427571376833
2020-08-05,AMC Entertainment (AMC),-1.65093628780452
2020-08-05,Alphabet (GOOG),-0.21204289421089
2020-08-05,Amazon (AMZN),1.4634223424547101
2020-08-05,Apple (AAPL),-0.35878606479634
2020-08-05,Bed Bath & Beyond (BBBY),3.2342731888544503
2020-08-05,BlackBerry (BB),2.10083823159938
2020-08-05,Clover Health (CLOV),-0.27958745807121
2020-08-05,Microsoft (MSFT),0.10708931552996001
2020-08-05,Nokia (NOK),-0.77820939478694
2020-08-05,Nvidia (NVDA),1.28253878860342
2020-08-05,Tilray (TLRY),-2.6255763687348903
2020-08-05,Virgin Galactic (SPCE),-6.76284932083598
2020-08-06,AMC Entertainment (AMC),1.6786497252640298
2020-08-06,Alphabet (GOOG),1.347806028581
2020-08-06,Amazon (AMZN),1.054272759008
2020-08-06,Apple (AAPL),3.6415486345428003
2020-08-06,Bed Bath & Beyond (BBBY),2.62488954214994
2020-08-06,BlackBerry (BB),4.32098832053149
2020-08-06,Clover Health (CLOV),0.0
2020-08-06,Microsoft (MSFT),0.63720703125
2020-08-06,Nokia (NOK),-1.76469955752315
2020-08-06,Nvidia (NVDA),-0.12091098530846
2020-08-06,Tilray (TLRY),-4.6893274449253
2020-08-06,Virgin Galactic (SPCE),-3.28820258772235
2020-08-07,AMC Entertainment (AMC),24.05661586851168
2020-08-07,Alphabet (GOOG),0.9621307521595099
2020-08-07,Amazon (AMZN),-0.20508753151632
2020-08-07,Apple (AAPL),-0.64459340736282
2020-08-07,Bed Bath & Beyond (BBBY),0.74257552341336
2020-08-07,BlackBerry (BB),1.77514147344182
2020-08-07,Clover Health (CLOV),0.28037134117717
2020-08-07,Microsoft (MSFT),-0.30965391878039
2020-08-07,Nokia (NOK),-0.39921071556787996
2020-08-07,Nvidia (NVDA),1.29203975668157
2020-08-07,Tilray (TLRY),-4.05903959484443
2020-08-07,Virgin Galactic (SPCE),-3.50000381469726
2020-08-10,AMC Entertainment (AMC),-9.88593983149337
2020-08-10,Alphabet (GOOG),-0.8418743168931601
2020-08-10,Amazon (AMZN),-2.10749371485587
2020-08-10,Apple (AAPL),0.08796874549066
2020-08-10,Bed Bath & Beyond (BBBY),5.5692080511981805
2020-08-10,BlackBerry (BB),-4.4573648425365295
2020-08-10,Clover Health (CLOV),-0.7455724801399299
2020-08-10,Microsoft (MSFT),-1.7709745570122999
2020-08-10,Nokia (NOK),-0.4008012393562
2020-08-10,Nvidia (NVDA),-0.8387874244686699
2020-08-10,Tilray (TLRY),4.74358816040263
2020-08-10,Virgin Galactic (SPCE),1.13990274300461
2020-08-11,AMC Entertainment (AMC),2.32067803430411
2020-08-11,Alphabet (GOOG),0.39392900918382
2020-08-11,Amazon (AMZN),-0.41891435491335
2020-08-11,Apple (AAPL),-1.1360169981097301
2020-08-11,Bed Bath & Beyond (BBBY),-0.5430616496049699
2020-08-11,BlackBerry (BB),-0.60851387455932
2020-08-11,Clover Health (CLOV),0.0
2020-08-11,Microsoft (MSFT),-1.9964182031559201
2020-08-11,Nokia (NOK),1.60966607485768
2020-08-11,Nvidia (NVDA),-2.37985354263864
2020-08-11,Tilray (TLRY),-11.01591293712309
2020-08-11,Virgin Galactic (SPCE),0.76844065067946
2020-08-12,AMC Entertainment (AMC),-1.8556634540295098
2020-08-12,Alphabet (GOOG),0.15801436064259
2020-08-12,Amazon (AMZN),0.48018128053235
2020-08-12,Apple (AAPL),0.70455703761422
2020-08-12,Bed Bath & Beyond (BBBY),-4.1341633821190005
2020-08-12,BlackBerry (BB),-0.20408629973885
2020-08-12,Clover Health (CLOV),-0.56337528724402
2020-08-12,Microsoft (MSFT),1.26655668678881
2020-08-12,Nokia (NOK),0.59405409580441
2020-08-12,Nvidia (NVDA),2.9654053962959
2020-08-12,Tilray (TLRY),-2.33837794690447
2020-08-12,Virgin Galactic (SPCE),-6.253175076083039
2020-08-13,AMC Entertainment (AMC),21.21848116553422
2020-08-13,Alphabet (GOOG),1.64402764324087
2020-08-13,Amazon (AMZN),1.35869217766355
2020-08-13,Apple (AAPL),2.4431708618626002
2020-08-13,Bed Bath & Beyond (BBBY),1.4646078578883999
2020-08-13,BlackBerry (BB),1.2269927283794
2020-08-13,Clover Health (CLOV),-0.09443086626766001
2020-08-13,Microsoft (MSFT),0.50884883509143
2020-08-13,Nokia (NOK),0.0
2020-08-13,Nvidia (NVDA),2.22159296331223
2020-08-13,Tilray (TLRY),4.084506559835431
2020-08-13,Virgin Galactic (SPCE),5.6399076901212295
2020-08-14,AMC Entertainment (AMC),-2.42634084832553
2020-08-14,Alphabet (GOOG),-0.9985386899745701
2020-08-14,Amazon (AMZN),-1.22081878600079
2020-08-14,Apple (AAPL),-0.89838061639102
2020-08-14,Bed Bath & Beyond (BBBY),0.16038094355326002
2020-08-14,BlackBerry (BB),-1.01009526917795
2020-08-14,Clover Health (CLOV),-0.18903123094116
2020-08-14,Microsoft (MSFT),-0.8327464938718601
2020-08-14,Nokia (NOK),-1.18110125355609
2020-08-14,Nvidia (NVDA),-0.14502797851487
2020-08-14,Tilray (TLRY),0.54127148275646
2020-08-14,Virgin Galactic (SPCE),-2.00205030191528
2020-08-17,AMC Entertainment (AMC),3.90763384937333
2020-08-17,Alphabet (GOOG),0.24377566943563
2020-08-17,Amazon (AMZN),0.52639326275003
2020-08-17,Apple (AAPL),0.9456535007642699
2020-08-17,Bed Bath & Beyond (BBBY),3.68294672999653
2020-08-17,BlackBerry (BB),-1.02041203595352
2020-08-17,Clover Health (CLOV),0.85226510736104
2020-08-17,Microsoft (MSFT),0.7633981256129
2020-08-17,Nokia (NOK),1.39442573560444
2020-08-17,Nvidia (NVDA),6.023198287016069
2020-08-17,Tilray (TLRY),-0.9421224285528799
2020-08-17,Virgin Galactic (SPCE),-1.8858072680673001
2020-08-18,AMC Entertainment (AMC),-4.78632029975696
2020-08-18,Alphabet (GOOG),2.41607571254054
2020-08-18,Amazon (AMZN),3.9133357620267697
2020-08-18,Apple (AAPL),-0.07537549239045001
2020-08-18,Bed Bath & Beyond (BBBY),-1.15829822964904
2020-08-18,BlackBerry (BB),0.20619029027781002
2020-08-18,Clover Health (CLOV),-0.46947642114043997
2020-08-18,Microsoft (MSFT),0.5540026305316901
2020-08-18,Nokia (NOK),0.98231262080186
2020-08-18,Nvidia (NVDA),0.6950143209259501
2020-08-18,Tilray (TLRY),-2.58152246975209
2020-08-18,Virgin Galactic (SPCE),-1.92204330913692
2020-08-19,AMC Entertainment (AMC),-1.79533892976343
2020-08-19,Alphabet (GOOG),0.7174552088550801
2020-08-19,Amazon (AMZN),-0.12349507894861
2020-08-19,Apple (AAPL),1.00215385700095
2020-08-19,Bed Bath & Beyond (BBBY),-1.0937526659108199
2020-08-19,BlackBerry (BB),0.20575620925851
2020-08-19,Clover Health (CLOV),-0.09434177850896
2020-08-19,Microsoft (MSFT),-0.12243101624066001
2020-08-19,Nokia (NOK),-0.58365240759633
2020-08-19,Nvidia (NVDA),-1.44846156518471
2020-08-19,Tilray (TLRY),0.41840631313769
2020-08-19,Virgin Galactic (SPCE),-1.03429790624629
2020-08-20,AMC Entertainment (AMC),5.66728393980136
2020-08-20,Alphabet (GOOG),0.77462344868537
2020-08-20,Amazon (AMZN),-0.09891822229559999
2020-08-20,Apple (AAPL),1.0498268413124199
2020-08-20,Bed Bath & Beyond (BBBY),-4.42337656154755
2020-08-20,BlackBerry (BB),-0.41067723606768997
2020-08-20,Clover Health (CLOV),-0.56657619218293
2020-08-20,Microsoft (MSFT),1.36727666809637
2020-08-20,Nokia (NOK),-0.9784772882280799
2020-08-20,Nvidia (NVDA),0.48720947355815
2020-08-20,Tilray (TLRY),-2.3611056105588597
2020-08-20,Virgin Galactic (SPCE),-3.13531180008804
2020-08-21,AMC Entertainment (AMC),-1.73011034324931
2020-08-21,Alphabet (GOOG),0.7472223553226
2020-08-21,Amazon (AMZN),0.05373663044518
2020-08-21,Apple (AAPL),5.46909506428108
2020-08-21,Bed Bath & Beyond (BBBY),-2.8925650449212097
2020-08-21,BlackBerry (BB),-0.20618045858364
2020-08-21,Clover Health (CLOV),-0.28489775623884
2020-08-21,Microsoft (MSFT),0.58139534883721
2020-08-21,Nokia (NOK),-1.18576963355817
2020-08-21,Nvidia (NVDA),3.5050455729166603
2020-08-21,Tilray (TLRY),-1.5647244698646
2020-08-21,Virgin Galactic (SPCE),-0.05678721485085
2020-08-24,AMC Entertainment (AMC),-4.04929623282682
2020-08-24,Alphabet (GOOG),1.02959482248665
2020-08-24,Amazon (AMZN),1.98890008734302
2020-08-24,Apple (AAPL),3.13732824582795
2020-08-24,Bed Bath & Beyond (BBBY),5.27659477071558
2020-08-24,BlackBerry (BB),0.0
2020-08-24,Clover Health (CLOV),0.85714431036085
2020-08-24,Microsoft (MSFT),-0.33757027863078
2020-08-24,Nokia (NOK),1.19999885559081
2020-08-24,Nvidia (NVDA),0.80999797244381
2020-08-24,Tilray (TLRY),-1.87861434982151
2020-08-24,Virgin Galactic (SPCE),0.5681839733084
2020-08-25,AMC Entertainment (AMC),2.38532328423048
2020-08-25,Alphabet (GOOG),-0.1579789433882
2020-08-25,Amazon (AMZN),-0.67804900640835
2020-08-25,Apple (AAPL),-2.79924156883356
2020-08-25,Bed Bath & Beyond (BBBY),0.80841052865705
2020-08-25,BlackBerry (BB),0.8264454667762801
2020-08-25,Clover Health (CLOV),-0.37771445964760003
2020-08-25,Microsoft (MSFT),0.50575181713186
2020-08-25,Nokia (NOK),0.39525654451938996
2020-08-25,Nvidia (NVDA),-1.17134323193973
2020-08-25,Tilray (TLRY),0.0
2020-08-25,Virgin Galactic (SPCE),0.79095696957014
2020-08-26,AMC Entertainment (AMC),1.6129059824093201
2020-08-26,Alphabet (GOOG),2.95354638880285
2020-08-26,Amazon (AMZN),2.8099187676475497
2020-08-26,Apple (AAPL),1.4479149988666702
2020-08-26,Bed Bath & Beyond (BBBY),1.1226895481197499
2020-08-26,BlackBerry (BB),6.762293359984101
2020-08-26,Clover Health (CLOV),0.94786185770148
2020-08-26,Microsoft (MSFT),2.5298904538561597
2020-08-26,Nokia (NOK),-0.19684551564681999
2020-08-26,Nvidia (NVDA),0.8404305857091
2020-08-26,Tilray (TLRY),-2.06185371534801
2020-08-26,Virgin Galactic (SPCE),3.69955068255067
2020-08-27,AMC Entertainment (AMC),25.22045518689493
2020-08-27,Alphabet (GOOG),-0.25433461371229
2020-08-27,Amazon (AMZN),0.03649653751478
2020-08-27,Apple (AAPL),0.38781841761699
2020-08-27,Bed Bath & Beyond (BBBY),-2.85487443678572
2020-08-27,BlackBerry (BB),-0.7677535808090701
2020-08-27,Clover Health (CLOV),-0.9389617969696199
2020-08-27,Microsoft (MSFT),4.07942622719923
2020-08-27,Nokia (NOK),-0.39447692799504
2020-08-27,Nvidia (NVDA),-0.14376000474297998
2020-08-27,Tilray (TLRY),0.0
2020-08-27,Virgin Galactic (SPCE),-4.59459665659311
2020-08-28,AMC Entertainment (AMC),-7.88732324368279
2020-08-28,Alphabet (GOOG),-0.47311465905872
2020-08-28,Amazon (AMZN),-0.5684860258122301
2020-08-28,Apple (AAPL),-0.81774589319721
2020-08-28,Bed Bath & Beyond (BBBY),1.7142860256895698
2020-08-28,BlackBerry (BB),2.51450894627658
2020-08-28,Clover Health (CLOV),-0.47393544863415005
2020-08-28,Microsoft (MSFT),-0.22063358005725
2020-08-28,Nokia (NOK),-0.59406353812402
2020-08-28,Nvidia (NVDA),2.3190628229875903
2020-08-28,Tilray (TLRY),0.30075158856683
2020-08-28,Virgin Galactic (SPCE),-0.50991588970574
2020-08-31,AMC Entertainment (AMC),-1.3761491301659001
2020-08-31,Alphabet (GOOG),0.04826356314973
2020-08-31,Amazon (AMZN),1.79502770862756
2020-08-31,Apple (AAPL),3.6044074148961296
2020-08-31,Bed Bath & Beyond (BBBY),-1.68539355942252
2020-08-31,BlackBerry (BB),0.37735811710868
2020-08-31,Clover Health (CLOV),0.1904805501302
2020-08-31,Microsoft (MSFT),-0.84113876454221
2020-08-31,Nokia (NOK),-1.5936239842632298
2020-08-31,Nvidia (NVDA),3.24764558200132
2020-08-31,Tilray (TLRY),3.7481258941590196
2020-08-31,Virgin Galactic (SPCE),3.9863370400272604
2020-09-01,AMC Entertainment (AMC),-4.18604633970175
2020-09-01,Alphabet (GOOG),1.07799897834308
2020-09-01,Amazon (AMZN),0.53991227702521
2020-09-01,Apple (AAPL),2.90076568836474
2020-09-01,Bed Bath & Beyond (BBBY),8.24489982760683
2020-09-01,BlackBerry (BB),5.07518744763866
2020-09-01,Clover Health (CLOV),0.95056486163564
